_id,nombre,email,contrasena,historialPedidos,tipoCuenta
67fc5500ccdccd648ad5b662,Ray Merritt,petersanthony@example.org,pnn2X%T9f),"[ObjectId('67fc5500ccdccd648ad5b663'), ObjectId('67fc5500ccdccd648ad5b664')]",mesero
67fc5500ccdccd648ad5b667,Donald Smith,brookssusan@example.net,aA)aV2Fj_J,[ObjectId('67fc5500ccdccd648ad5b668')],consultor
67fc5500ccdccd648ad5b66a,Jessica Simmons,travismoore@example.com,608lwSum&x,[],mesero
67fc5500ccdccd648ad5b670,Megan Bradshaw,cwright@example.com,)uS3Cq+h4$,"[ObjectId('67fc5500ccdccd648ad5b672'), ObjectId('67fc5500ccdccd648ad5b671')]",administrador
67fc5500ccdccd648ad5b674,Mrs. Helen Gonzalez,bentleymegan@example.net,!B8Pm&c_o5,[ObjectId('67fc5500ccdccd648ad5b675')],mesero
67fc5500ccdccd648ad5b677,James George,jasonmartin@example.com,0K6FLpF#@s,"[ObjectId('67fc5500ccdccd648ad5b67c'), ObjectId('67fc5500ccdccd648ad5b67a'), ObjectId('67fc5500ccdccd648ad5b678'), ObjectId('67fc5500ccdccd648ad5b679')]",consultor
67fc5500ccdccd648ad5b67e,Shelia Powell,mcintoshandrea@example.net,Q+3kcdIy7!,"[ObjectId('67fc5500ccdccd648ad5b680'), ObjectId('67fc5500ccdccd648ad5b67f'), ObjectId('67fc5500ccdccd648ad5b681')]",consultor
67fc5500ccdccd648ad5b684,Timothy Manning,yvonnehines@example.com,59L$NUp8(w,"[ObjectId('67fc5500ccdccd648ad5b689'), ObjectId('67fc5500ccdccd648ad5b687'), ObjectId('67fc5500ccdccd648ad5b686')]",mesero
67fc5500ccdccd648ad5b68b,Kristina Kelley,brenda67@example.com,BIa5)0Vz^u,[],administrador
67fc5500ccdccd648ad5b68e,Kelly Delgado,andrew10@example.com,92H0OIco)b,"[ObjectId('67fc5500ccdccd648ad5b691'), ObjectId('67fc5500ccdccd648ad5b68f')]",administrador
67fc5500ccdccd648ad5b693,Holly Taylor,brownjacob@example.org,^#qVrHSv(5,[ObjectId('67fc5500ccdccd648ad5b697')],consultor
67fc5500ccdccd648ad5b699,Grace Peters,taylorthomas@example.org,7DFXtMsM)L,"[ObjectId('67fc5500ccdccd648ad5b69d'), ObjectId('67fc5500ccdccd648ad5b69b'), ObjectId('67fc5500ccdccd648ad5b69a')]",consultor
67fc5500ccdccd648ad5b6a0,Kristopher Murillo,williampetersen@example.net,$QSLD^BsD4,[],administrador
67fc5500ccdccd648ad5b6a7,Stephen Jones,randerson@example.com,7pS9Zs0RE@,[ObjectId('67fc5500ccdccd648ad5b6a8')],administrador
67fc5500ccdccd648ad5b6aa,Cindy Johnson,franciscoparker@example.net,!2Pps3Qz2N,"[ObjectId('67fc5500ccdccd648ad5b6ad'), ObjectId('67fc5500ccdccd648ad5b6ab'), ObjectId('67fc5500ccdccd648ad5b6ac')]",mesero
67fc5500ccdccd648ad5b6b0,Lisa Johnson,ufleming@example.net,ncQV8yYaE#,"[ObjectId('67fc5500ccdccd648ad5b6b1'), ObjectId('67fc5500ccdccd648ad5b6b2'), ObjectId('67fc5500ccdccd648ad5b6b3')]",mesero
67fc5500ccdccd648ad5b6b7,Darlene Sanders,nelsonelizabeth@example.org,+6rgBmDaia,[],administrador
67fc5500ccdccd648ad5b6ba,Brittney Wallace,gwendolynmcclain@example.net,b@0FWKml!X,"[ObjectId('67fc5500ccdccd648ad5b6bc'), ObjectId('67fc5500ccdccd648ad5b6bb')]",consultor
67fc5500ccdccd648ad5b6be,Andrea Allen,mchandler@example.org,9MoWhuoc&8,"[ObjectId('67fc5500ccdccd648ad5b6c0'), ObjectId('67fc5500ccdccd648ad5b6bf')]",mesero
67fc5500ccdccd648ad5b6c2,Leslie Sullivan,alexiswright@example.com,+!4g$gDc3!,"[ObjectId('67fc5500ccdccd648ad5b6c3'), ObjectId('67fc5500ccdccd648ad5b6c4')]",cliente
67fc5500ccdccd648ad5b6c6,Alyssa Kirk,jesus09@example.org,H11iOQvf(D,"[ObjectId('67fc5500ccdccd648ad5b6c7'), ObjectId('67fc5500ccdccd648ad5b6c8')]",administrador
67fc5500ccdccd648ad5b6cc,Nathan Beasley,jasminerobinson@example.net,gNN%0JXz$O,[],consultor
67fc5500ccdccd648ad5b6cf,Kaitlyn Bailey,ghernandez@example.net,2(GzPESj^i,"[ObjectId('67fc5500ccdccd648ad5b6d4'), ObjectId('67fc5500ccdccd648ad5b6d1')]",mesero
67fc5500ccdccd648ad5b6d6,Anthony Mitchell,mcguirenicole@example.com,dEV9bW!n^s,[ObjectId('67fc5500ccdccd648ad5b6d7')],consultor
67fc5500ccdccd648ad5b6da,James Hamilton,maddoxchristopher@example.net,x89mIOvN$V,"[ObjectId('67fc5500ccdccd648ad5b6db'), ObjectId('67fc5500ccdccd648ad5b6de'), ObjectId('67fc5500ccdccd648ad5b6dd'), ObjectId('67fc5500ccdccd648ad5b6dc')]",mesero
67fc5500ccdccd648ad5b6e0,James Brown,stephaniegill@example.org,e5Z&x#*c&V,[ObjectId('67fc5500ccdccd648ad5b6e1')],mesero
67fc5500ccdccd648ad5b6e4,Lisa Wiley,martinezbrianna@example.org,a@1xDJfl*Y,[ObjectId('67fc5500ccdccd648ad5b6e5')],consultor
67fc5500ccdccd648ad5b6e7,Lisa Patrick,mwallace@example.org,#MY4*Oua8Z,[],consultor
67fc5500ccdccd648ad5b6ea,Amber Farmer,csmith@example.org,*6)hHic@@&,"[ObjectId('67fc5500ccdccd648ad5b6ec'), ObjectId('67fc5500ccdccd648ad5b6eb'), ObjectId('67fc5500ccdccd648ad5b6ed')]",consultor
67fc5500ccdccd648ad5b6f1,Michael Walls,ycruz@example.net,wb2TGy)F)@,[],mesero
67fc5500ccdccd648ad5b6f4,Nathaniel Austin,autumnkennedy@example.com,882vEVAv^%,[ObjectId('67fc5500ccdccd648ad5b6f5')],mesero
67fc5500ccdccd648ad5b6f7,Steve Clark,dawn62@example.com,i)tG6@Go+y,[ObjectId('67fc5500ccdccd648ad5b6f8')],mesero
67fc5500ccdccd648ad5b6fc,Jack Welch,jeremy51@example.com,8_7Phcz4ze,[],mesero
67fc5500ccdccd648ad5b702,Adam Butler,waltersmichelle@example.net,g9QTIBvk+3,[ObjectId('67fc5500ccdccd648ad5b703')],mesero
67fc5500ccdccd648ad5b705,Kenneth Villegas,nicholas16@example.com,a(6F(HtMXr,[],mesero
67fc5500ccdccd648ad5b70b,Andrew Meza,kimberly98@example.org,30IwjS6v(b,[],cliente
67fc5500ccdccd648ad5b712,Susan Wilson,karinaobrien@example.org,^^c#Rsnvk6,"[ObjectId('67fc5500ccdccd648ad5b715'), ObjectId('67fc5500ccdccd648ad5b714'), ObjectId('67fc5500ccdccd648ad5b716'), ObjectId('67fc5500ccdccd648ad5b717')]",cliente
67fc5500ccdccd648ad5b719,April Smith,loweryrussell@example.com,X7DP_kbv(K,"[ObjectId('67fc5500ccdccd648ad5b71c'), ObjectId('67fc5500ccdccd648ad5b71a'), ObjectId('67fc5500ccdccd648ad5b71b')]",consultor
67fc5500ccdccd648ad5b71e,David Turner,vrichardson@example.org,AQD_3VkYVI,[ObjectId('67fc5500ccdccd648ad5b71f')],cliente
67fc5500ccdccd648ad5b722,Kelly Hatfield,kylecollins@example.net,_bLtaU^fd1,[ObjectId('67fc5500ccdccd648ad5b723')],consultor
67fc5500ccdccd648ad5b727,Stuart Lawrence,jameshuynh@example.org,Q4sA#OoW^m,[ObjectId('67fc5500ccdccd648ad5b729')],consultor
67fc5500ccdccd648ad5b72d,Casey Valdez,danieltran@example.net,TzS75iXY!!,[ObjectId('67fc5500ccdccd648ad5b72e')],cliente
67fc5500ccdccd648ad5b730,Theresa Howard,ronald62@example.org,+_27GBktoJ,[],mesero
67fc5500ccdccd648ad5b733,Joshua Tapia,christopher85@example.com,e1mH0E#^_v,[ObjectId('67fc5500ccdccd648ad5b734')],cliente
67fc5500ccdccd648ad5b738,George Watkins,christina78@example.net,^cMfDW@c8M,[],cliente
67fc5500ccdccd648ad5b73b,Mr. Kevin Long,susan58@example.com,(iWBuhNGF2,[ObjectId('67fc5500ccdccd648ad5b73c')],cliente
67fc5500ccdccd648ad5b73e,Sarah Richardson,osbornejames@example.net,7#4JbS0dLZ,[],administrador
67fc5500ccdccd648ad5b741,Mario Hughes,obradley@example.org,W%@n3kLpRn,"[ObjectId('67fc5500ccdccd648ad5b742'), ObjectId('67fc5500ccdccd648ad5b744')]",cliente
67fc5500ccdccd648ad5b747,Kenneth Rodriguez,amy93@example.com,v5UD#VPR_j,"[ObjectId('67fc5500ccdccd648ad5b748'), ObjectId('67fc5500ccdccd648ad5b74a')]",administrador
67fc5500ccdccd648ad5b74c,Rhonda Chambers,brandon83@example.com,neFEKetY!8,[ObjectId('67fc5500ccdccd648ad5b74d')],consultor
67fc5500ccdccd648ad5b750,Michael Flores,charles54@example.org,VtS8SP(I^!,"[ObjectId('67fc5500ccdccd648ad5b751'), ObjectId('67fc5500ccdccd648ad5b753'), ObjectId('67fc5500ccdccd648ad5b754'), ObjectId('67fc5500ccdccd648ad5b755'), ObjectId('67fc5500ccdccd648ad5b752')]",consultor
67fc5500ccdccd648ad5b757,Heather Fry,kelleyvanessa@example.net,dFB5XcTk!B,"[ObjectId('67fc5500ccdccd648ad5b75b'), ObjectId('67fc5500ccdccd648ad5b75c')]",consultor
67fc5500ccdccd648ad5b75e,Donna Pierce,vortiz@example.org,8dl^3QLw2N,"[ObjectId('67fc5500ccdccd648ad5b761'), ObjectId('67fc5500ccdccd648ad5b75f')]",consultor
67fc5500ccdccd648ad5b763,Nathan Clements,jessica36@example.net,7YZ0!tDc(a,[ObjectId('67fc5500ccdccd648ad5b764')],consultor
67fc5500ccdccd648ad5b766,Diane Bryant MD,deborahweeks@example.net,j)2IvBKj$a,[ObjectId('67fc5500ccdccd648ad5b767')],cliente
67fc5500ccdccd648ad5b76a,Francisco Smith,casejeffery@example.org,lV6OnaS^o^,[],consultor
67fc5500ccdccd648ad5b76e,John Palmer,kfoster@example.com,l3P$+!Bb@q,"[ObjectId('67fc5500ccdccd648ad5b772'), ObjectId('67fc5500ccdccd648ad5b771'), ObjectId('67fc5500ccdccd648ad5b76f'), ObjectId('67fc5500ccdccd648ad5b770'), ObjectId('67fc5500ccdccd648ad5b773')]",cliente
67fc5500ccdccd648ad5b775,Dr. Keith Moore III,richardsbonnie@example.com,(*Wv2uFxVJ,[],consultor
67fc5500ccdccd648ad5b779,Jeffrey Andrews,timothydavis@example.net,@7rW%TlT%b,"[ObjectId('67fc5500ccdccd648ad5b77b'), ObjectId('67fc5500ccdccd648ad5b77a')]",administrador
67fc5500ccdccd648ad5b77d,Patricia Santos,abarton@example.com,&8GyR^Yhtg,"[ObjectId('67fc5500ccdccd648ad5b77e'), ObjectId('67fc5500ccdccd648ad5b780'), ObjectId('67fc5500ccdccd648ad5b77f'), ObjectId('67fc5500ccdccd648ad5b781')]",consultor
67fc5500ccdccd648ad5b784,James Johnson,lconner@example.com,$!2nBuq!%J,[ObjectId('67fc5500ccdccd648ad5b785')],consultor
67fc5500ccdccd648ad5b78a,Dr. Luis Armstrong,njones@example.org,&1lFN_+uD3,[],administrador
67fc5500ccdccd648ad5b78f,Edward Walton,lozanoheather@example.net,X%_73Scn^K,[ObjectId('67fc5500ccdccd648ad5b790')],consultor
67fc5500ccdccd648ad5b792,Nicole Fox,julie69@example.com,i4VSGIxW$7,[],cliente
67fc5500ccdccd648ad5b796,Ronald Forbes,yhall@example.net,#_5@(KqtR6,"[ObjectId('67fc5500ccdccd648ad5b79a'), ObjectId('67fc5500ccdccd648ad5b798'), ObjectId('67fc5500ccdccd648ad5b799'), ObjectId('67fc5500ccdccd648ad5b797')]",administrador
67fc5500ccdccd648ad5b79c,Jesse Dominguez,fmcdaniel@example.net,+ttXYlOHN2,"[ObjectId('67fc5500ccdccd648ad5b79e'), ObjectId('67fc5500ccdccd648ad5b7a0'), ObjectId('67fc5500ccdccd648ad5b79f'), ObjectId('67fc5500ccdccd648ad5b79d'), ObjectId('67fc5500ccdccd648ad5b7a1')]",cliente
67fc5500ccdccd648ad5b7a3,Karen Schneider,juanneal@example.net,4^KbEf3h(G,"[ObjectId('67fc5500ccdccd648ad5b7a5'), ObjectId('67fc5500ccdccd648ad5b7a4')]",consultor
67fc5500ccdccd648ad5b7a8,Isaiah Baker,jefferydawson@example.com,8ASpGXpR_i,[ObjectId('67fc5500ccdccd648ad5b7a9')],administrador
67fc5500ccdccd648ad5b7ab,David Long,evansdaniel@example.net,&@9+B3s*R),[],mesero
67fc5500ccdccd648ad5b7af,Jessica Decker,qgray@example.org,@M)CPnTpE9,"[ObjectId('67fc5500ccdccd648ad5b7b2'), ObjectId('67fc5500ccdccd648ad5b7b0'), ObjectId('67fc5500ccdccd648ad5b7b1')]",administrador
67fc5500ccdccd648ad5b7b4,Steven Salinas,dwilliams@example.com,$q3Z4Ea0lf,"[ObjectId('67fc5500ccdccd648ad5b7b6'), ObjectId('67fc5500ccdccd648ad5b7b7')]",consultor
67fc5500ccdccd648ad5b7ba,Jason Hamilton,pbarrett@example.net,D&OEB1UiiO,[ObjectId('67fc5500ccdccd648ad5b7bb')],administrador
67fc5500ccdccd648ad5b7bd,Kimberly Ramos,alexandersara@example.com,(0OVT+crpI,[ObjectId('67fc5500ccdccd648ad5b7be')],mesero
67fc5500ccdccd648ad5b7c2,James Miller,hendrixmark@example.com,1y1cECqD1#,"[ObjectId('67fc5500ccdccd648ad5b7c3'), ObjectId('67fc5500ccdccd648ad5b7c5'), ObjectId('67fc5500ccdccd648ad5b7c4')]",cliente
67fc5500ccdccd648ad5b7c7,Thomas White,emilypope@example.net,_4P*j$gJ)9,[ObjectId('67fc5500ccdccd648ad5b7c9')],administrador
67fc5500ccdccd648ad5b7ce,Nicholas Fuentes,eburke@example.org,Zq3T%khfd$,"[ObjectId('67fc5500ccdccd648ad5b7d1'), ObjectId('67fc5500ccdccd648ad5b7d2'), ObjectId('67fc5500ccdccd648ad5b7d0')]",cliente
67fc5500ccdccd648ad5b7d5,Cassandra Copeland,charles27@example.net,V0tHsV2N*4,[],cliente
67fc5500ccdccd648ad5b7d9,Philip Case,raymond48@example.net,@L98Cjlb!%,"[ObjectId('67fc5500ccdccd648ad5b7dd'), ObjectId('67fc5500ccdccd648ad5b7db'), ObjectId('67fc5500ccdccd648ad5b7da')]",cliente
67fc5500ccdccd648ad5b7e0,Ronnie Baird,jermaine43@example.org,ml#vI4Le(M,[ObjectId('67fc5500ccdccd648ad5b7e1')],mesero
67fc5500ccdccd648ad5b7e4,David Alexander,hartmandaniel@example.org,r9SapfYb_P,"[ObjectId('67fc5500ccdccd648ad5b7e5'), ObjectId('67fc5500ccdccd648ad5b7e8'), ObjectId('67fc5500ccdccd648ad5b7e9')]",cliente
67fc5500ccdccd648ad5b7eb,Beverly Villarreal,bellsteven@example.com,v*8HSeepBq,[ObjectId('67fc5500ccdccd648ad5b7ec')],mesero
67fc5500ccdccd648ad5b7f2,Richard Payne,paul79@example.net,1R@7(oQe22,"[ObjectId('67fc5500ccdccd648ad5b7f5'), ObjectId('67fc5500ccdccd648ad5b7f7')]",administrador
67fc5500ccdccd648ad5b7f9,Justin Hanson,burgessdarrell@example.org,2+f9JM^r(%,[],consultor
67fc5500ccdccd648ad5b7fd,Latoya Cobb,alyssahaynes@example.org,)hGlq6LgK4,"[ObjectId('67fc5500ccdccd648ad5b7fe'), ObjectId('67fc5500ccdccd648ad5b800')]",cliente
67fc5500ccdccd648ad5b802,Jeffrey Suarez,jackschneider@example.com,)pWWroWT#1,"[ObjectId('67fc5500ccdccd648ad5b805'), ObjectId('67fc5500ccdccd648ad5b803')]",mesero
67fc5500ccdccd648ad5b807,Heather Alvarez,hmorris@example.org,+9Ek$9M3Oq,"[ObjectId('67fc5500ccdccd648ad5b80a'), ObjectId('67fc5500ccdccd648ad5b809')]",consultor
67fc5500ccdccd648ad5b80c,Jade Caldwell,ibeasley@example.org,C@(b7#Kt6#,[ObjectId('67fc5500ccdccd648ad5b80d')],mesero
67fc5500ccdccd648ad5b813,Melissa Callahan,lwilliams@example.net,T8gM19Pf%U,[ObjectId('67fc5500ccdccd648ad5b814')],consultor
67fc5500ccdccd648ad5b81a,Katherine Simpson,nmassey@example.net,skKg#ZZn*9,[],cliente
67fc5500ccdccd648ad5b81f,Vanessa Lawrence,oscar12@example.com,@4FBeYcx#c,"[ObjectId('67fc5500ccdccd648ad5b823'), ObjectId('67fc5500ccdccd648ad5b822'), ObjectId('67fc5500ccdccd648ad5b820')]",cliente
67fc5500ccdccd648ad5b825,Joel Snyder,stephen70@example.net,LUO7QG^fy&,"[ObjectId('67fc5500ccdccd648ad5b827'), ObjectId('67fc5500ccdccd648ad5b826')]",cliente
67fc5500ccdccd648ad5b829,Deborah Johnson,josephfischer@example.org,9*k7O7fa#o,[],mesero
67fc5500ccdccd648ad5b82d,Judy Dawson,taylorkyle@example.org,*2Zd($&y+U,[ObjectId('67fc5500ccdccd648ad5b82e')],mesero
67fc5500ccdccd648ad5b830,Christopher Scott,lisa65@example.org,PRU7J4vIe#,"[ObjectId('67fc5500ccdccd648ad5b833'), ObjectId('67fc5500ccdccd648ad5b832'), ObjectId('67fc5500ccdccd648ad5b831')]",cliente
67fc5500ccdccd648ad5b837,Mike Davis,michelewhite@example.org,igQNXhNG*1,"[ObjectId('67fc5500ccdccd648ad5b838'), ObjectId('67fc5500ccdccd648ad5b839')]",consultor
67fc5500ccdccd648ad5b83b,Kimberly Pham,zbailey@example.com,@0F75+0xYy,[ObjectId('67fc5500ccdccd648ad5b83c')],administrador
67fc5500ccdccd648ad5b840,Taylor Phillips,bgutierrez@example.com,#1oQ2Mie!v,[ObjectId('67fc5500ccdccd648ad5b841')],consultor
67fc5500ccdccd648ad5b843,Andrew Hall,lindsayford@example.net,VK*!9V!hx%,"[ObjectId('67fc5500ccdccd648ad5b845'), ObjectId('67fc5500ccdccd648ad5b844'), ObjectId('67fc5500ccdccd648ad5b846'), ObjectId('67fc5500ccdccd648ad5b848'), ObjectId('67fc5500ccdccd648ad5b847')]",administrador
67fc5500ccdccd648ad5b84a,Kevin Lozano,ksantiago@example.org,$3VQLRbYyq,"[ObjectId('67fc5500ccdccd648ad5b84c'), ObjectId('67fc5500ccdccd648ad5b84d')]",consultor
67fc5500ccdccd648ad5b850,Colleen Hall,watsonanthony@example.org,w^4YHgTWi@,[ObjectId('67fc5500ccdccd648ad5b853')],cliente
67fc5500ccdccd648ad5b856,Brady Shepherd,joshuahammond@example.net,k&yGnVie@8,"[ObjectId('67fc5500ccdccd648ad5b859'), ObjectId('67fc5500ccdccd648ad5b857')]",mesero
67fc5500ccdccd648ad5b85b,Kenneth Ortega,nicholas73@example.com,*IQk9PPbgT,[],cliente
67fc5500ccdccd648ad5b85f,Taylor Murphy,bwhite@example.net,c7ISfGhv!r,"[ObjectId('67fc5500ccdccd648ad5b862'), ObjectId('67fc5500ccdccd648ad5b863'), ObjectId('67fc5500ccdccd648ad5b861'), ObjectId('67fc5500ccdccd648ad5b860')]",mesero
67fc5500ccdccd648ad5b865,Casey Durham,nathanknight@example.net,Z9RKHf0c^n,"[ObjectId('67fc5500ccdccd648ad5b867'), ObjectId('67fc5500ccdccd648ad5b869')]",consultor
67fc5500ccdccd648ad5b86b,Shannon Johnson,nealjames@example.org,+b$Th30tl6,[],cliente
67fc5500ccdccd648ad5b86f,Jennifer Walsh,umitchell@example.com,Rp$0Fkibk@,"[ObjectId('67fc5500ccdccd648ad5b870'), ObjectId('67fc5500ccdccd648ad5b873'), ObjectId('67fc5500ccdccd648ad5b872')]",administrador
67fc5500ccdccd648ad5b875,Courtney Harris,davidreed@example.net,EIa9LoFhm%,[ObjectId('67fc5500ccdccd648ad5b876')],cliente
67fc5500ccdccd648ad5b878,Jennifer Schmidt,brian90@example.net,b9ZcmtO7^#,"[ObjectId('67fc5500ccdccd648ad5b879'), ObjectId('67fc5500ccdccd648ad5b87a')]",consultor
67fc5500ccdccd648ad5b87c,Aaron Bell,micheleprince@example.org,_Q1Mtyi@TH,[],administrador
67fc5500ccdccd648ad5b87f,Deborah Jackson DVM,oknight@example.com,$ER#A8Xi5@,[ObjectId('67fc5500ccdccd648ad5b881')],consultor
67fc5500ccdccd648ad5b883,Tina Hoover,ruth06@example.com,*Va$3JkI)A,[],administrador
67fc5500ccdccd648ad5b889,Elizabeth Underwood,opruitt@example.com,91NLQi52@!,[],cliente
67fc5500ccdccd648ad5b88d,Frederick Hunt,thomashamilton@example.com,M_8QK7oDC%,[],administrador
67fc5500ccdccd648ad5b891,Alexis Wagner,acostarichard@example.org,)L6lF_e&qk,"[ObjectId('67fc5500ccdccd648ad5b892'), ObjectId('67fc5500ccdccd648ad5b894'), ObjectId('67fc5500ccdccd648ad5b896'), ObjectId('67fc5500ccdccd648ad5b895')]",consultor
67fc5500ccdccd648ad5b898,Stephanie Thompson,harveywilliam@example.org,_9kSeiQT4(,"[ObjectId('67fc5500ccdccd648ad5b89c'), ObjectId('67fc5500ccdccd648ad5b89a'), ObjectId('67fc5500ccdccd648ad5b89d')]",cliente
67fc5500ccdccd648ad5b89f,Aaron Foster,clester@example.com,dC6Of#i&F(,[ObjectId('67fc5500ccdccd648ad5b8a0')],cliente
67fc5500ccdccd648ad5b8a2,Anthony Bonilla,selenacruz@example.org,zfY0BVupp%,"[ObjectId('67fc5500ccdccd648ad5b8a5'), ObjectId('67fc5500ccdccd648ad5b8a4')]",consultor
67fc5500ccdccd648ad5b8a7,Michael Lee,garnershane@example.org,&7LLqtM8Gu,"[ObjectId('67fc5500ccdccd648ad5b8a9'), ObjectId('67fc5500ccdccd648ad5b8a8'), ObjectId('67fc5500ccdccd648ad5b8ab'), ObjectId('67fc5500ccdccd648ad5b8ac')]",cliente
67fc5500ccdccd648ad5b8ae,Ryan Bullock,heidi03@example.org,A^4PuL!i*9,"[ObjectId('67fc5500ccdccd648ad5b8af'), ObjectId('67fc5500ccdccd648ad5b8b0'), ObjectId('67fc5500ccdccd648ad5b8b1')]",mesero
67fc5500ccdccd648ad5b8b3,John Cabrera,cummingsjoan@example.org,&gmSXwo_Q7,"[ObjectId('67fc5500ccdccd648ad5b8b5'), ObjectId('67fc5500ccdccd648ad5b8b4')]",consultor
